MaterialNumber,ProductType,Plant,ComplexityScore,IfPhasedOut
004644000868,Disposables,569564,4,x
004644810868,Disposables,569742,10,NA
004651462679,Software,569966,6,NA
004656185679,Hardware,570121,2,x
004657904679,Disposables,569421,4,NA
004658222679,Disposables,570241,7,NA
004659702868,Disposables,569722,4,NA
004659718868,Disposables,569722,2,NA
004659872868,Disposables,569722,5,NA
004659888868,Disposables,569722,9,NA
004659931868,Disposables,569722,5,NA
004659939868,Disposables,569722,6,NA
004659953868,Disposables,569722,2,NA
004659961868,Disposables,569722,8,NA
004661525679,Disposables,570226,1,NA
004662652868,Disposables,569567,3,x
004665977868,Disposables,569722,9,NA
004681776679,Software,569966,1,NA
004681943868,Disposables,569742,6,NA
004687450679,Disposables,570241,10,NA
004689477679,Disposables,570226,7,NA
004690132838,Disposables,569565,4,x
004690132868,Disposables,569565,7,x
004690221838,Disposables,569565,2,NA
004690221868,Disposables,569565,10,NA
004694334679,Disposables,569421,4,NA
004695461679,Disposables,570241,1,NA
004695469679,Disposables,570241,9,NA
004695477679,Disposables,570241,2,NA
004695504679,Disposables,570241,7,NA
004698173679,Hardware,569261,9,NA
004698867681,Disposables,570061,10,NA
004698867868,Disposables,570061,9,NA
004700149679,Disposables,570226,3,NA
004703166679,Hardware,569261,3,NA
004706111679,Hardware,569471,7,x
004706347679,Hardware,569261,4,NA
004707565679,Disposables,569356,7,NA
004708622679,Hardware,569261,9,NA
004708784679,Hardware,569571,6,NA
004709839679,Disposables,570226,9,NA
004709861679,Disposables,570226,4,NA
004709869679,Disposables,570226,4,NA
004711070868,Disposables,569722,6,NA
004712951679,Hardware,570221,3,NA
004713269679,Disposables,570226,6,NA
004713565868,Disposables,569722,3,NA
004714749868,Disposables,569732,6,NA
004714816868,Disposables,569732,4,NA
004714843868,Disposables,569732,7,NA
004715559868,Disposables,569722,3,NA
004715610868,Disposables,569722,10,NA
004715635868,Disposables,569722,3,NA
004716768868,Disposables,569722,4,NA
004720914868,Disposables,569722,3,NA
004721262868,Disposables,569722,1,NA
004722301679,Disposables,570241,1,NA
004731932868,Disposables,569341,3,NA
004732037679,Disposables,570226,3,NA
004732094679,Disposables,570226,10,NA
004732102679,Disposables,570226,8,NA
004737881679,Disposables,570226,1,NA
004740629679,Disposables,570241,2,NA
004740896868,Disposables,569563,8,x
004743300679,Software,569967,5,NA
004743533679,Software,569966,10,NA
004743843679,Software,569967,6,NA
004744067868,Disposables,569401,5,NA
004744094868,Disposables,569401,4,NA
004746129679,Disposables,570241,6,NA
004747431868,Disposables,569722,7,NA
004748213679,Hardware,569471,1,x
004748214651,Hardware,569471,5,NA
004748221679,Hardware,569571,8,NA
004748259679,Hardware,569471,6,NA
004748260370,Hardware,569471,2,NA
004748260651,Hardware,569471,1,NA
004748267679,Hardware,569571,7,NA
004748268370,Hardware,569571,1,NA
004748268651,Hardware,569571,3,NA
004748294679,Software,569966,4,NA
004748335679,Software,569966,9,NA
004764755679,Hardware,569261,6,NA
004772077728,Hardware,569971,2,NA
004772112728,Disposables,569981,1,NA
004772120728,Disposables,569981,1,NA
004772158728,Disposables,569981,7,NA
004772166728,Disposables,569981,3,NA
004772175728,Disposables,569981,2,NA
004772193728,Disposables,569981,3,NA
004772201728,Disposables,569981,1,x
004772209728,Disposables,569981,2,NA
004773648868,Hardware,569471,10,NA
004773656868,Hardware,569471,6,NA
004773665868,Hardware,569471,8,NA
004773683868,Hardware,569471,10,NA
004773699868,Hardware,569471,9,NA
004773707868,Hardware,569471,1,NA
004773734868,Hardware,569471,10,NA
004773742868,Hardware,569471,10,NA
004773764868,Hardware,569471,5,NA
004773780868,Hardware,569471,9,NA
004773788728,Disposables,569981,6,x
004776566868,Disposables,569722,3,NA
004776575868,Disposables,569722,10,NA
004776593868,Disposables,569722,3,NA
004777055679,Software,569966,6,NA
004777259679,Software,569966,2,NA
004777546679,Hardware,569571,4,x
004777547651,Hardware,569571,4,x
004777555679,Software,569966,1,NA
004777573679,Software,569966,7,NA
004777581679,Software,569966,7,NA
004777624679,Hardware,569571,6,x
004777625651,Hardware,569571,6,x
004779778679,Hardware,569471,10,x
004782593868,Disposables,569732,8,NA
004782698679,Hardware,569261,8,NA
004783294679,Disposables,569279,6,NA
004783310679,Disposables,569279,5,NA
004784985728,Hardware,569971,5,NA
004786220679,Software,569967,1,NA
004786275679,Software,569967,9,NA
004786941868,Disposables,569565,8,NA
004786945838,Disposables,569565,1,NA
004786945868,Disposables,569565,9,NA
004786963838,Disposables,569565,3,NA
004786963868,Disposables,569565,8,NA
004786971868,Disposables,569565,9,NA
004787149679,Software,569967,8,NA
004791633679,Disposables,569421,6,NA
004791714679,Software,569967,2,NA
004792410679,Software,569967,2,NA
004792491679,Hardware,569261,7,NA
004793216679,Software,569967,4,NA
004793225679,Software,569967,8,NA
004793246679,Software,569967,2,NA
004794304868,Disposables,569742,2,NA
004797285868,Disposables,569722,5,NA
004798562868,Disposables,569722,8,NA
004801815868,Disposables,569999,4,NA
004802912868,Disposables,569301,7,NA
004803369679,Disposables,570226,5,NA
004805338679,Disposables,570226,7,NA
004805876868,Disposables,569351,1,NA
004807505679,Disposables,570226,9,NA
004807985679,Hardware,570121,6,NA
004808003838,Hardware,570051,7,x
004808011679,Hardware,570051,4,x
004810127679,Hardware,570122,7,x
004810243679,Hardware,570122,3,NA
004812325679,Software,570604,6,NA
004812352679,Software,570604,7,NA
004812360679,Software,570604,7,NA
004812368679,Software,570604,6,NA
004812376679,Software,570604,5,NA
004812492679,Software,570604,8,NA
004813039679,Software,570604,10,NA
004813061868,Disposables,569722,7,NA
004825470679,Disposables,570241,5,NA
004826590868,Disposables,569401,2,NA
004827040679,Disposables,569722,3,NA
004827113679,Software,570604,9,NA
004829221679,Hardware,569471,10,x
004829376868,Disposables,569562,3,NA
004834469679,Software,570604,10,NA
004835213679,Software,569966,8,NA
004835221679,Software,569966,10,NA
004836488679,Hardware,569471,5,NA
004837254679,Disposables,569722,5,NA
004837270679,Disposables,569722,7,NA
004839038838,Disposables,569569,2,NA
004840083679,Hardware,570051,1,NA
004840320679,Hardware,570051,10,NA
004840429679,Disposables,569722,5,NA
004840437679,Disposables,569722,2,NA
004840451679,Disposables,569722,2,NA
004840494679,Disposables,569722,1,NA
004840502679,Disposables,569722,10,NA
004840510679,Disposables,569722,7,NA
004840526679,Disposables,569722,7,NA
004841490679,Hardware,569571,8,NA
004841490696,Hardware,569571,4,NA
004841490714,Hardware,569571,8,NA
004841490724,Hardware,569571,9,NA
004843387679,Hardware,569571,7,NA
004843485679,Hardware,569571,3,NA
004843608679,Hardware,569571,2,NA
004844712679,Disposables,569722,2,NA
004844809838,Disposables,569567,10,x
004844809868,Disposables,569567,9,x
004844817868,Disposables,569567,5,x
004853358868,Disposables,569722,3,NA
004855268868,Disposables,569401,7,NA
004856291868,Disposables,569732,9,NA
004856299868,Disposables,569742,3,NA
004856416878,Disposables,569566,2,x
004856425878,Disposables,569566,7,NA
004856443878,Disposables,569566,6,x
004856446878,Disposables,569566,8,NA
004856586679,Hardware,569471,10,NA
004857322868,Disposables,569565,5,NA
004857388868,Disposables,569565,10,NA
004858368679,Software,569966,2,NA
004858883679,Software,569966,6,NA
004858972868,Disposables,569567,4,x
004858988868,Disposables,569567,3,x
004860224868,Disposables,569351,10,NA
004860278868,Disposables,569722,10,NA
004864162868,Disposables,569301,3,NA
004865938868,Disposables,569281,1,NA
004868832679,Hardware,569261,1,NA
004872285679,Hardware,569261,10,NA
004874994679,Hardware,569261,2,NA
004878327696,Disposables,569401,4,NA
004878412679,Software,570604,8,NA
004880117868,Disposables,570131,2,x
004880144868,Disposables,570131,2,NA
004880147868,Disposables,570131,1,NA
004880245868,Disposables,570131,6,NA
004880550838,Disposables,569722,3,x
004882630868,Disposables,569722,9,NA
004882638868,Disposables,569562,2,NA
004882652868,Disposables,569722,7,NA
004882685868,Disposables,569562,7,NA
004882749852,Disposables,569562,1,NA
004882800868,Disposables,569722,6,NA
004882825868,Disposables,569722,3,NA
004883013868,Disposables,570131,2,NA
004883339868,Disposables,569722,1,NA
004884671679,Hardware,570122,8,x
004887016679,Hardware,570122,10,NA
004887662868,Disposables,569762,3,NA
004887972868,Disposables,569762,8,NA
004888120679,Hardware,569471,6,NA
004888128679,Hardware,569571,3,NA
004889646679,Disposables,570226,2,NA
004889697679,Disposables,570226,8,NA
004892771868,Disposables,570131,7,NA
004892814868,Disposables,570131,2,NA
004892838868,Disposables,570131,2,NA
004892860868,Disposables,570131,2,x
004892868868,Disposables,570131,7,NA
004894175868,Disposables,569401,1,NA
004894815838,Disposables,569570,9,NA
004894815868,Disposables,569570,10,x
004896123679,Software,569967,7,NA
004896483868,Disposables,569570,8,NA
004896915868,Disposables,569311,9,NA
004899114680,Hardware,569571,8,NA
004899211679,Disposables,570226,3,NA
004899375679,Disposables,570226,1,NA
004900102838,Disposables,569222,4,NA
004900110838,Disposables,569222,1,NA
004901260679,Hardware,570221,10,NA
004902226878,Disposables,569566,5,NA
004903471868,Hardware,570121,4,NA
004903487868,Hardware,570121,2,NA
004904370868,Disposables,569999,7,NA
004904413868,Disposables,569999,2,NA
004904688679,Disposables,570226,5,NA
004906102680,Hardware,569261,1,NA
004909182679,Disposables,570241,3,NA
004909190679,Disposables,570241,10,NA
004909198686,Disposables,569722,1,NA
004909206688,Disposables,569722,4,NA
004909314679,Hardware,569212,10,NA
004911201838,Disposables,569722,6,NA
004911976679,Disposables,570226,4,NA
004911985679,Disposables,570226,6,NA
004914842868,Disposables,569601,9,x
004914896868,Disposables,569601,5,NA
004917577679,Software,570604,2,NA
004917604679,Software,570604,8,NA
004918485679,Disposables,569421,9,NA
004918511679,Disposables,569421,1,NA
004918965679,Software,569966,5,NA
004919394838,Disposables,569567,5,NA
004919394868,Disposables,569567,2,NA
004919395600,Disposables,569567,2,NA
004919402679,Software,569966,5,NA
004921974679,Hardware,569471,9,NA
004924181679,Disposables,569279,3,x
004924197679,Disposables,569279,1,x
004925204679,Hardware,569471,6,x
004926840868,Disposables,569722,8,NA
004930276838,Disposables,569565,3,NA
004930276839,Disposables,569565,10,NA
004930276868,Disposables,569565,4,NA
004931637679,Disposables,570226,1,NA
004941762868,Disposables,569732,9,NA
004941770868,Disposables,569732,10,NA
004942064679,Hardware,569471,7,NA
004942096679,Hardware,569571,6,NA
004942517696,Hardware,569471,10,NA
004942517714,Hardware,569471,8,NA
004942517758,Hardware,569471,1,NA
004943896679,Hardware,570051,6,NA
004944423679,Disposables,570241,9,NA
004944461679,Software,569967,7,NA
004944698689,Disposables,569601,4,NA
004944706689,Disposables,569601,6,NA
004944715689,Disposables,569601,5,NA
004944868868,Disposables,569401,7,NA
004954669679,Hardware,569471,8,NA
004954775679,Hardware,569471,3,NA
004957211868,Disposables,569301,10,NA
004957515868,Disposables,569565,2,NA
004957541868,Disposables,569565,5,NA
004957825679,Hardware,569571,4,NA
004957855679,Hardware,569571,4,NA
004957940868,Disposables,569311,4,NA
004959187868,Disposables,569762,9,x
004959268868,Disposables,569762,3,NA
004961330679,Disposables,570131,6,NA
004961469679,Software,570603,9,NA
004961550679,Software,570603,8,NA
004961741679,Software,569966,6,NA
004961814679,Software,570603,2,NA
004962008679,Disposables,569999,3,NA
004964331679,Software,570602,5,NA
004966095679,Hardware,569571,3,NA
004977971679,Hardware,570551,9,NA
004978246869,Disposables,569762,1,NA
004978619679,Software,569967,4,NA
004979875679,Disposables,570061,4,NA
004982252679,Software,569966,8,NA
004985565679,Software,570604,4,NA
004985583679,Software,570604,3,NA
004985599679,Software,570604,1,NA
004985634679,Software,570604,5,NA
004985642679,Software,570604,3,NA
004985664679,Software,570604,1,NA
004986257679,Disposables,570241,3,NA
004986300679,Disposables,570241,9,NA
004987699838,Disposables,569565,3,NA
004992652679,Hardware,570121,8,NA
004992660679,Hardware,570121,8,NA
004993346696,Hardware,569212,4,NA
004994047679,Hardware,570221,8,NA
004994230679,Disposables,570226,3,NA
004995408679,Software,569966,9,NA
004995896679,Software,569966,6,x
004995961679,Software,569966,7,x
004996439679,Software,569966,2,x
004996453679,Software,569966,9,x
004996469679,Software,569966,8,x
004996477679,Software,569966,2,NA
004997229679,Hardware,570221,7,NA
004997899868,Disposables,569762,9,NA
004998952868,Disposables,569722,8,NA
005001967868,Disposables,569762,10,NA
005002583868,Disposables,569762,2,NA
005002672868,Disposables,569762,5,NA
005002777679,Hardware,570221,5,NA
005004470868,Disposables,569401,3,NA
005005145681,Hardware,569261,10,NA
005005145714,Hardware,569261,9,NA
005005145758,Hardware,569261,2,NA
005005163681,Hardware,569261,2,NA
005005163714,Hardware,569261,10,NA
005007601680,Software,569966,7,x
005009577868,Disposables,569752,6,NA
005017542679,Hardware,570221,8,NA
005017564679,Hardware,570221,9,NA
005017588679,Hardware,570221,3,NA
005017623679,Hardware,570221,1,NA
005017624370,Hardware,570221,8,NA
005019091679,Hardware,569471,9,NA
005022303679,Software,569966,9,NA
005022902679,Software,569967,2,NA
005022918679,Software,569967,9,NA
005022926679,Software,569967,9,NA
005023882679,Hardware,570051,3,x
005029357868,Disposables,569311,10,NA
005029791868,Disposables,569742,3,NA
005034001838,Disposables,569562,3,NA
005034001868,Disposables,569562,5,NA
005034009838,Disposables,569562,9,NA
005034009868,Disposables,569562,1,NA
005035408679,Software,569967,4,NA
005035425679,Software,569967,7,NA
005036020679,Disposables,570226,6,NA
005036241679,Disposables,569401,6,NA
005036241696,Disposables,569401,3,NA
005036241714,Disposables,569401,1,NA
005036241758,Disposables,569401,7,NA
005038077868,Disposables,569331,8,NA
005038104868,Disposables,569331,3,NA
005038693679,Hardware,569571,6,NA
005038717679,Hardware,569571,5,NA
005038798679,Hardware,569471,5,NA
005038799370,Hardware,569471,3,NA
005039155679,Hardware,569471,6,NA
005040874868,Disposables,569401,8,NA
005040882868,Disposables,569401,7,NA
005042002679,Hardware,570051,3,NA
005044128679,Hardware,569212,7,NA
005044407696,Disposables,569401,7,NA
005044701696,Disposables,569401,5,NA
005045011869,Disposables,569563,3,NA
005046941680,Software,569966,5,x
005048510679,Disposables,570241,7,NA
005048535679,Disposables,570241,2,NA
005048591679,Disposables,570241,5,NA
005049711868,Disposables,569732,8,NA
005052817694,Hardware,570141,1,NA
005052817701,Hardware,570141,5,NA
005052844694,Hardware,570141,3,NA
005052844701,Hardware,570141,7,NA
005053246868,Disposables,569601,9,NA
005053281868,Disposables,569601,2,NA
005058834679,Disposables,570241,9,NA
005059233681,Disposables,569568,8,x
005059233878,Disposables,569568,4,x
005062626679,Hardware,570122,3,NA
005062648679,Hardware,570122,1,NA
005062920868,Disposables,569401,4,NA
005063827868,Disposables,569722,4,NA
005063849868,Disposables,569722,8,NA
005066555679,Hardware,569611,5,NA
005067069696,Hardware,569212,8,NA
005068655679,Hardware,570221,2,NA
005069580869,Disposables,569722,4,NA
005069898868,Disposables,569401,6,NA
005080098868,Disposables,569601,5,NA
005082921679,Disposables,570241,10,NA
005083205679,Hardware,569471,7,NA
005084300679,Disposables,570241,3,NA
005084940679,Hardware,570551,3,NA
005084954679,Software,569967,6,NA
005085780679,Software,569967,8,x
005086106679,Software,569967,10,NA
005086115679,Software,569967,5,NA
005086811679,Hardware,569261,9,NA
005087400679,Software,569966,6,x
005088058679,Hardware,569471,6,NA
005091011696,Hardware,569212,6,NA
005091345868,Disposables,569301,9,NA
005091363868,Disposables,569311,3,NA
005091414868,Disposables,569341,1,NA
005094852868,Disposables,569311,9,NA
005094868868,Disposables,569301,4,NA
005095073868,Disposables,569567,8,x
005095081868,Disposables,569567,10,NA
005095089868,Disposables,569567,6,x
005095097868,Disposables,569567,10,NA
005097143838,Disposables,569567,8,NA
005097143868,Disposables,569567,3,NA
005097146868,Disposables,569567,2,NA
005097155838,Disposables,569567,3,NA
005097155868,Disposables,569567,8,NA
005097173868,Disposables,569567,5,NA
005097452838,Disposables,569567,6,NA
005097452868,Disposables,569567,5,NA
005097453600,Disposables,569567,6,NA
005102331679,Software,569967,7,NA
005104034868,Disposables,569251,2,NA
005104758679,Disposables,570226,9,NA
005104775679,Disposables,570226,8,NA
005106253679,Hardware,570221,9,NA
005106261679,Disposables,569356,5,NA
005110756868,Disposables,569742,5,NA
005110783868,Disposables,569742,3,NA
005111647868,Disposables,569301,8,NA
005111787868,Disposables,569568,5,x
005111787869,Disposables,569568,3,NA
005111814868,Disposables,569568,7,NA
005111868868,Disposables,569566,10,NA
005111876868,Disposables,569566,7,NA
005115044679,Hardware,570122,7,x
005116748679,Disposables,570226,3,NA
005119348868,Disposables,569722,6,NA
005119465213,Disposables,569722,6,NA
005119554600,Disposables,569722,3,NA
005119561868,Disposables,569722,9,NA
005119613213,Disposables,569722,7,NA
005119637600,Disposables,569722,7,NA
005120851868,Disposables,569562,7,NA
005121426679,Hardware,569471,5,NA
005124589679,Hardware,570551,2,NA
005124597679,Hardware,570551,9,NA
005124624679,Hardware,570551,6,NA
005124632679,Hardware,570551,1,NA
005124835868,Disposables,569341,1,NA
005125298868,Disposables,569732,6,NA
005125306868,Disposables,569732,8,NA
